Airliner_code,Airliner_name,Airliner_RT
MAQ ,Mac Aviation ,MAC AVIATION 
MCN ,Mac Dan Aviation Corporation ,MAC DAN 
MCS ,Macedonian Airlines ,MACAIR 
MDH ,Madina Air ,MADINA AIR 
MJB ,Magic Blue Airlines ,MAGIC BLUE 
MGR ,Magna Air ,MAGNA AIR 
MLH ,Mahalo Air ,MAHALO 
IRM ,Mahan Air ,MAHAN AIR 
MZS ,Mahfooz Aviation ,MAHFOOZ 
MAT ,Maine Aviation ,MAINE-AV 
MAJ ,Majestic Airlines ,MAGIC AIR 
AKM ,Mak Air ,MAKAIR 
MLX ,Malawi Express ,MALAWI EXPRESS 
MKK ,Malaya Aviatsia Dona ,AEROKEY 
MAS ,Malaysia Airlines ,MALAYSIAN 
MAE ,Mali Air ,MALI AIREXPRESS 
VXP ,Mali Air Express ,AVION EXPRESS 
MTZ ,Mali Airways ,MALI AIRWAYS 
MLC ,Malila Airlift ,MALILA 
MLS ,Mall Airways ,MALL-AIRWAYS 
LOD ,Malmoe Air Taxi ,LOGIC 
SCW ,Malmö Aviation ,SCANWING 
MAC ,Malta Air Charter ,MALTA CHARTER 
MWS ,Malta Wings ,MALTA WINGS 
MAH ,Malév Hungarian Airlines ,MALEV 
MLB ,Manaf International Airways ,MANAF 
MDL ,Mandala Airlines ,MANDALA 
MDA ,Mandarin Airlines ,MANDARIN 
MNO ,Mango ,TULCA 
MHN ,Manhattan Air ,MANHATTAN 
MTO ,Manitoulin Air Services ,MANITOULIN 
MNR ,Mann Air ,TEEMOL 
MAN ,Mannion Air Charter ,MANNION 
MTS ,Mantrust Asahi Airways ,MANTRUST 
MNX ,Manx Airlines ,MANX 
MAD ,Maple Air Services ,MAPLE AIR 
MAR ,March Helicopters ,MARCH 
MCP ,Marcopolo Airways ,MARCOPOLO 
MGI ,Marghi Air ,MARGHI 
MRK ,Markair ,MARKAIR 
MKO ,Markoss Aviation ,GOSHAWK 
MRW ,Mars RK ,AVIAMARS 
MCE ,Marshall Aerospace ,MARSHALL 
MSL ,Marsland Aviation ,MARSLANDAIR 
MBE ,Martin-Baker ,MARTIN 
MPH ,Martinair ,MARTINAIR 
MRA ,Martinaire ,MARTEX 
MFA ,Martyn Fiddler Associates ,SEAHORSE 
MVN ,Marvin Limited ,MARVIN 
TRP ,Maryland State Police ,TROOPER 
MTH ,Massachusetts Institute of Technology ,RESEARCH 
MSY ,Massey University School of Aviation ,MASSEY 
MSW ,Master Airways ,MASTER AIRWAYS 
LMJ ,Masterjet ,MASTERJET 
MIA ,Mauria ,MAURIA 
MNV ,Mauritanienne Aerienne Et Navale ,NAVALE 
MRF ,Mauritanienne Air Fret ,MAUR-FRET 
MWY ,Mauritanienne Airways ,MAURITANIENNE 
MDE ,Mauritanienne De Transport Aerien ,MAURI-TRANS 
MVR ,Maverick Airways ,MAV-AIR 
MVL ,Mavial Magadan Airlines ,Mavial 
MAI ,Max Avia ,MAX AVIA 
MSF ,Max Sea Food ,MAXESA 
MAX ,Max-Aviation ,MAX AVIATION 
MXL ,Maxair ,MAXAIR 
MXU ,Maximus Air Cargo ,CARGO MAX 
MXJ ,Maxjet Airways ,MAX-JET 
MXS ,Maxsus-Avia ,MAXSUS-AVIA 
MXP ,May Air Xpress ,BEECHNUT 
MYD ,Maya Island Air ,MYLAND 
MYI ,Mayair ,MAYAIR 
MBS ,Mbach Air ,MBACHI AIR 
MCH ,McAlpine Helicopters ,MACLINE 
MKL ,McCall Aviation ,MCCALL 
DAC ,McDonnell Douglas ,DACO 
MDS ,McNeely Charter Services ,MID-SOUTH 
MEK ,Med-Trans of Florida ,MED-TRANS 
MDM ,Medavia ,MEDAVIA 
MRZ ,Medical Air Rescue Services ,MARS 
MCL ,Medical Aviation Services ,MEDIC 
MDF ,Mediterranean Air Freight ,MED-FREIGHT 
MEJ ,Medjet International ,MEDJET 
MGK ,Mega ,MEGLA 
MEL ,Mega Linhas Aéreas ,MEGA AIR 
MKN ,Mekong Airlines ,MEKONG AIRLINES 
MNJ ,Menajet ,MENAJET 
MXX ,Merchant Express Aviation ,MERCHANT 
MEC ,Mercury Aircourier Service ,MERCAIR 
POV ,Meridian ,AIR POLTAVA 
MRD ,Meridian Air Cargo ,MERIDIAN 
MHL ,Meridian Airlines ,HASSIMAIR 
DSL ,Meridian Aviation ,DIESEL 
MEM ,Meridian Limited ,MERIDIAN CHERRY 
ISS ,Meridiana ,MERIDIANA 
MEI ,Merlin Airways ,AVALON 
MNA ,Merpati Nusantara Airlines ,MERPATI 
ASH ,Mesa Airlines ,AIR SHUTTLE 
MES ,Mesaba Airlines ,MESABA 
MSQ ,Meta Linhas Aéreas ,META 
MET ,Meteorological Research Flight ,METMAN 
MER ,Methow Aviation ,METHOW 
MEX ,Metro Express ,EAGLE EXPRESS 
MTR ,Metroflight ,METRO 
MTJ ,Metrojet ,METROJET 
PIX ,Metropix UK ,METROPIX 
MPS ,Metropolis ,METRO REGIONAL 
MXB ,Mex Blue ,MEX BLUE 
MJT ,Mex-Jet ,MEJETS 
MXA ,Mexicana de Aviación ,MEXICANA 
MXT ,México Transportes Aéreos ,TRANSMEX 
HUR ,Miami Air Charter ,HURRICANE CHARTER 
BSK ,Miami Air International ,BISCAYNE 
OWL ,Miami Valley Aviation ,NIGHT OWL 
MPT ,Miapet-Avia ,MIAPET 
WIZ ,Micromatter Technology Solutions ,WIZARD 
NYL ,Mid Airlines ,NILE 
MPA ,Mid-Pacific Airlines ,MID PAC 
MJR ,Midamerica Jet ,MAJOR 
MEA ,Middle East Airlines ,CEDAR JET 
MFR ,Midline Air Freight ,MIDLINE FREIGHT 
MIS ,Midstate Airlines ,MIDSTATE 
MDW ,Midway Airlines (1993–2003) ,MIDWAY 
MDW ,Midway Airlines (1976–1991) ,MIDWAY 
FLA ,Midway Express ,PALM 
FAX ,Midwest Air Freighters ,FAIRFAX 
MEP ,Midwest Airlines ,MIDEX 
NIT ,Midwest Aviation ,NIGHTTRAIN 
MWT ,Midwest Aviation Division ,MIDWEST 
HTE ,Midwest Helicopters De Mexico ,HELICOPTERSMEXICO 
MLR ,Mihin Lanka ,MIHIN LANKA 
MAB ,Millardair ,MILLARDAIR 
RJM ,Millen Corporation ,MILLEN 
MLK ,Millennium Air ,NIGERJET 
DLK ,Millennium Airlines ,DEKKANLANKA 
MFS ,Miller Flying Services ,MILLER TIME 
OXO ,Million Air ,MILL AIR 
MIM ,Mimino ,MIMINO 
OMR ,Minair ,ORMINE 
EBE ,Minebea Technologies ,MINEBEA 
MAZ ,Mines Air Services Zambia ,MINES 
MNL ,Miniliner ,MINILINER 
MNS ,Ministic Air ,MINISTIC 
WDG ,"Ministry of Agriculture, Fisheries and Food ",WATCHDOG 
LIR ,Minsk Aircraft Overhaul Plant ,LISLINE 
MIC ,Mint Airways ,MINT AIRWAYS 
MIR ,Miramichi Air Service ,MIRAMICHI 
MIF ,Miras ,MIRAS 
MAF ,Mission Aviation Fellowship ,MISSI 
MSN ,Missionair ,MISIONAIR 
MRN ,Missions Gouvernemtales Francaises ,MARIANNE 
BDG ,Mississippi State University ,BULLDOG 
MVA ,Mississippi Valley Airways ,VALAIR 
MSA ,Mistral Air ,AIRMERCI 
MBO ,Mobil Oil ,MOBIL 
MXE ,Mocambique Expresso ,MOZAMBIQUE EXPRESS 
MFZ ,Mofaz Air ,MOFAZ AIR 
MOW ,Mohawk Airlines ,MOHAWK AIR 
MUL ,Mokulele Airlines ,MUKULELE 
MLE ,Moldaeroservice ,MOLDAERO 
MDV ,Moldavian Airlines ,MOLDAVIAN 
MVG ,Moldova ,MOLDOVA-STATE 
RRV ,Mombasa Air Safari ,SKYROVER 
MON ,Monarch Airlines ,MONARCH 
MNH ,Monarch Airlines ,MONARCH AIR 
MFC ,Moncton Flying Club ,EAST WIND 
MDB ,Monde Air Charters ,MONDEAIR CARGO 
MTI ,Monerrey Air Taxi ,MONTERREY AIR 
MKY ,Monky Aerotaxis ,MONKY 
MGX ,Montenegro Airlines ,MONTENEGRO 
MNT ,Montserrat Airways ,MONTSERRAT 
MNY ,Mooney Aircraft Corporation ,MOONEY FLIGHT 
MAL ,Morningstar Air Express ,MORNINGSTAR 
MSS ,Morris Air Service ,WASATCH 
MRO ,Morrison Flying Service ,MORRISON 
GAI ,Moskovia Airlines ,GROMOV AIRLINE 
MPI ,Mosphil Aero ,MOSPHIL 
MSI ,Motor Sich ,MOTOR SICH 
NZM ,Mount Cook Airlines ,MOUNTCOOK 
MTN ,Mountain Air Cargo ,MOUNTAIN 
MTC ,Mountain Air Company ,MOUNTAIN LEONE 
PKP ,Mountain Air Express ,PIKES PEAK 
BRR ,Mountain Air Service ,MOUNTAIN AIR 
MBI ,Mountain Bird ,MOUNTAIN BIRD 
MHA ,Mountain High Aviation ,MOUNTAIN HIGH 
MPC ,Mountain Pacific Air ,MOUNTAIN PACIFIC 
MTV ,Mountain Valley Air Service ,MOUNTAIN VALLEY 
CMJ ,Mudanjiang General Aviation ,MUDANJIANG 
MTX ,Multi Taxi ,MULTITAXI 
WBR ,Multi-Aero ,WEBER 
MFT ,Multiflight ,YORKAIR 
MNZ ,Murmansk Aircompany ,MURMAN AIR 
MUA ,Murray Air ,MURRAY AIR 
MMR ,Musrata Air Transport ,MUSRATA AIR 
MAW ,Mustique Airways ,MUSTIQUE 
MYW ,MyWay Airlines ,MYSKY 
MYT ,MyTravel Airways ,KESTREL 
UBA ,Myanma Airways ,UNIONAIR 
MMA ,Myanmar Airways International ,MYANMAR 
MAV ,Minoan Air ,MINOAN 
MYA ,Myflug ,MYFLUG 
VKG ,MyTravel Airways ,VIKING 
AAD ,Mann Air Ltd ,Ambassador 
MHV ,MHS Aviation GmbH ,SNOWCAP 
NAK ,École Nationale de l'Aviation Civile ,ENAC SCHOOL 
NSR ,Nine Star Airways ,AIR STAR 
NEW ,Northeastern Aviation ,MEADOW FLIGHT 
SIQ ,National Center for Atmospheric Research ,SCIENCE QUEST 
NEJ ,Netjets Business Aviation ,NET BUSINESS 
NHC ,Northern Helicopter ,NORTHERN 
DMD ,Namdeb Diamond Corporation ,DIAMONDJET 
NIN ,Niger Airlines ,NIGER AIRLINES 
FEY ,Fly Easy ,FLYEASY 
NUB ,Nomad Aviation ,VALLETTA 
NJA ,New Japan Aviation ,SHIN NIHON 
ROW ,Nor Aviation ,ROTORWING 
NLG ,NEL Cargo ,NELCARGO 
NHG ,NHT Linhas Aéreas ,HELGA 
WAR ,NZ Warbirds Association ,WARBIRDS 
ANL ,Nacoia Lda ,AIR NACOIA 
NHZ ,Nada Air Service ,NADA AIR 
NAH ,Nahanni Air Services Ltd ,NAHANNI 
NKL ,Nakheel Aviation ,NAKHEEL 
MRE ,Namibia Commercial Aviation ,MED RESCUE 
NDF ,Namibian Defence Force ,NAMIBIAN AIR FORCE 
CNJ ,Nanjing Airlines ,NINGHANG 
ACK ,Nantucket Airlines ,ACK AIR 
NYA ,Nanyah Aviation ,NANYAH 
NAP ,Napier Air Service Inc ,NAPIER 
NCM ,Nas Air ,AIR BANE 
NAS ,Nasair ,NASAIRWAYS 
NJC ,Nashville Jet Charters ,NASHVILLE JET 
NCO ,Natalco Air Lines ,NATALCO 
NTK ,National Air Traffic Controllers Association ,NATCA 
NSR ,National Air Charter ,NASAIR 
RFI ,National Air Traffic Services ,SHERLOCK 
NAN ,National Airlines ,NATION AIR 
ROK ,National Airlines ,RED ROCK 
NAL ,National Airlines ,NATIONAL 
NCR ,National Air Cargo dba National Airlines ,NATIONAL CARGO 
NIH ,NAM Air ,NAM 
KUS ,National Airlines ,KUSWAG 
LFI ,National Airways Corporation ,AEROMED 
TNC ,National Aviation Consultants ,NATCOM 
NXT ,National Express ,NATIONAL FREIGHT 
GRD ,National Grid plc ,GRID 
JTE ,National Jet Express ,JETEX 
AND ,National Jet Service ,AIR INDIANA 
NJS ,National Jet Systems ,NATIONAL JET 
NOL ,National Overseas Airlines Company ,NAT AIRLINE 
NLS ,Nationale Luchtvaartschool ,PANDER 
NAE ,Nations Air Express Inc ,NATIONS EXPRESS 
NTW ,Nationwide Airlines ,NATIONWIDE 
NWZ ,Nationwide Airlines (Zambia) ,ZAMNAT 
EVM ,Natural Environment Research Council ,SCIENCE 
NRR ,Natureair ,NATUREAIR 
NRK ,Naturelink Charter ,NATURELINK 
NVC ,Nav Canada ,NAV CAN 
NAV ,Nav Flight Planning ,NAV DISPATCH 
NAY ,Navegación Servicios Aéreos Canarios S.A. ,NAYSA 
IRI ,Navid ,NAVID 
NVM ,Naviera Mexicana ,NAVIERA 
NVL ,Navigator Airlines ,NAVLINES 
NEB ,State of Nebraska ,NEBRASKA 
NEC ,Necon Air ,NECON AIR 
NCG ,Nederlandse Kustwacht ,NETHERLANDS COASTGUARD 
NFT ,Nefteyugansk Aviation Division ,NEFTEAVIA 
NLA ,Neiltown Air ,NEILTOWN AIR 
NLC ,Nelair Charters ,NELAIR 
CGE ,Nelson Aviation College ,COLLEGE 
RNA ,Nepal Airlines ,ROYAL NEPAL 
NOS ,Neos ,MOONFLOWER 
TOX ,Neosiam Airways ,SKY KINGDOM 
NSL ,Neric ,NERICAIR 
EJA ,NetJets ,EXECJET 
NET ,Network Aviation Services ,NETWORK 
NEZ ,New England Air Express ,ENGAIR 
NEA ,New England Airlines ,NEW ENGLAND 
NHT ,New Heights 291 ,NEWHEIGHTS 
NWD ,New World Jet Corporation ,NEW WORLD 
NYH ,New York Helicopter ,NEW YORK 
GRY ,New York State Police ,GRAY RIDER 
KRC ,Royal New Zealand Air Force ,KIWI RESCUE 
HVA ,Newair ,HAVEN-AIR 
NLT ,Newfoundland Labrador Air Transport ,NALAIR 
NTJ ,NextJet ,NEXTJET 
NXF ,Nextflight Aviation ,NEXTFLIGHT 
NXS ,Nexus Aviation ,NEXUS AVIATION 
NIS ,Nicaragüense de Aviación ,NICA 
NCN ,Nicon Airways ,NICON AIRWAYS 
NGA ,Nigeria Airways ,NIGERIA 
NGR ,Nigerian Air Force ,NIGERIAN AIRFORCE 
NGX ,Nigerian Global ,AIR GLOBAL 
EXT ,Night Express ,EXECUTIVE 
NLY ,Niki ,FLYNIKI 
NKV ,Nikolaev-Air ,AIR NIKOLAEV 
NSA ,Nile Safaris Aviation ,NILE SAFARIS 
NLW ,Nile Wings Aviation Services ,NILE WINGS 
NBS ,Nimbus Aviation ,NIMBUS 
NCA ,Nippon Cargo Airlines ,NIPPON CARGO 
NVK ,Nizhnevartovskavia ,VARTOSKAVIA 
NOH ,No. 32 (The Royal) Squadron ,NORTHOLT 
AKG ,No. 84 Squadron RAF ,GRIFTER 
NBL ,Nobil Air ,NOBIL AIR 
NOK ,Nok Air ,NOK AIR 
NCT ,NokScoot ,BIG BIRD 
NRL ,Nolinor Aviation ,NOLINOR 
NMD ,Nomad Aviation ,NOMAD AIR 
NOC ,Norcopter ,NORCOPTER 
NEF ,Nord-Flyg ,NORDEX 
AUL ,Nordavia ,ARCHANGELSK AIR 
NES ,Nordeste Linhas Aéreas Regionais ,NORDESTE 
NRD ,Nordic Regional ,NORTH RIDER 
NWS ,Nordwind Airlines ,NORDLAND 
NRT ,Norestair ,NORESTAIR 
NCF ,Norfolk County Flight College ,COUNTY 
FNA ,Norlandair ,NORLAND 
NOA ,Norontair ,NORONTAIR 
HMF ,Norrlandsflyg ,LIFEGUARD SWEDEN 
NRX ,Norse Air Charter ,NORSE AIR 
NIR ,Norsk Flytjeneste ,NORSEMAN 
NOR ,Norsk Helikopter ,NORSKE 
DOC ,Norsk Luftambulanse ,HELIDOC 
RTV ,Nortavia ,TIC-TAC 
NAI ,North Adria Aviation ,NORTH-ADRIA 
NAO ,North American Airlines ,NORTH AMERICAN 
HMR ,North American Charters ,HAMMER 
NAJ ,North American Jet Charter Group ,JET GROUP 
NAT ,North Atlantic Air Inc ,MASS AIR 
NFC ,North Atlantic Cargo ,NORTH ATLANTIC 
NBN ,North British Airlines ,TEESAIR 
NCB ,North Caribou Flying Service Ltd ,NORTH CARIBOU 
NCC ,North Coast Air Services Ltd ,NORTH COAST 
NFA ,North Flying ,NORTH FLYING 
NRC ,North Sea Airways ,NORTH SEA 
SBX ,North Star Air Cargo ,SKY BOX 
NRV ,North Vancouver Airlines ,NORVAN 
NWW ,North West Airlines ,HALANT 
PTO ,North West Geomatics ,PHOTO 
NEN ,North-East Airlines ,NORTHEAST SWAN 
VBG ,North-West Air Transport Company - Vyborg ,VYBORG AIR 
NWL ,North-Wright Airways ,NORTHWRIGHT 
NLL ,Northafrican Air Transport ,NORTHAFRICAN AIR 
NFL ,Northaire Freight Lines ,GREAT LAKES 
NSF ,Northamptonshire School of Flying ,NORTON 
NCE ,Northcoast Executive Airlines ,TOP HAT 
NEE ,Northeast Airlines ,NORTHEAST 
NPX ,Northeast Aviation ,NORTHEAST EXPRESS 
NAC ,Northern Air Cargo ,YUKON 
BYC ,Northern Airlines Sanya ,BEIYA 
NDA ,Northern Airways ,NORTHERN DAKOTA 
CMU ,Northern Aviation Service ,LANNA AIR 
NEX ,Northern Executive Aviation ,NEATAX 
NIC ,Northern Illinois Commuter ,ILLINOIS COMMUTER 
NTX ,Northern Jet Management ,NORTAX 
NTA ,Northern Thunderbird Air ,THUNDERBIRD 
KOE ,Northland Aviation ,KOKEE 
NSS ,Northstar Aviation ,NORTHSTAR 
NHL ,Northumbria Helicopters ,NORTHUMBRIA 
NAL ,Northway Aviation Ltd ,NORTHWAY 
NWA ,Northwest Airlines ,NORTHWEST 
NWT ,Northwest Territorial Airways ,TERRITORIAL 
PLR ,Northwestern Air ,POLARIS 
NWN ,Northwinds Northern ,NORTHWINDS 
NAM ,Nortland Air Manitoba ,MANITOBA 
NAX ,Norwegian Air Shuttle ,NOR SHUTTLE 
NRS ,Norwegian Air UK ,REDNOSE 
NAA ,Norwegian Air Argentina ,NORUEGA 
IBK ,Norwegian Air International ,NORTRANS 
NLH ,Norwegian Long Haul ,NORSTAR 
NAN ,Norwegian Air Norway ,NORSHIP 
NSW ,Norwegian Air Sweden ,NORDIC 
TFN ,Norwegian Aviation College ,SPIRIT 
LBT ,Nouvel Air Tunisie ,NOUVELAIR 
NOV ,Nova Airline ,NOVANILE 
PTR ,Nova Scotia Department of Lands and Forests ,PATROL 
NVR ,Novair ,NAVIGATOR 
NVQ ,Novo Air ,NOVO AIR 
NVG ,Novogorod Air Enterprise ,SADKO AVIA 
NSP ,Novosibirsk Aircraft Repairing Plant ,NARPAIR 
NBE ,Novosibirsk Aviaenterprise ,NAKAIR 
NPO ,Novosibirsk Aviation Production Association ,NOVSIB 
NOY ,Noy Aviation ,NOY AVIATION 
ACQ ,Nuevo Continente ,AERO CONTINENTE 
NHR ,Nuevo Horizonte Internacional ,NUEVO HORIZONTE 
NUN ,Nunasi-Central Airlines ,NUNASI 
NIN ,Nurman Avia Indopura ,NURVINDO 
NYS ,Nyasa Express ,NYASA 
NJE ,NetJets Europe ,FRACTION 
NKS ,Spirit Airlines ,SPIRIT WINGS 
ORN ,Orange Air ,ORANGE JET 
ONS ,One Airlines ,AIR DREAMS 
FET ,Old Dominion Freight Lines ,FREIGHT LINE 
OCN ,O Air ,O-BIRD 
OCM ,O'Connor Airlines ,OCONNOR 
DRL ,Omni Air Transport ,DRILLER 
OWE ,Owenair ,OWENAIR 
JPA ,OSACOM ,J-PAT 
OHK ,Oasis Hong Kong Airlines ,OASIS 
BCN ,Ocean Air ,BLUE OCEAN 
VCX ,Ocean Airlines ,OCEANCARGO 
OCS ,Ocean Sky (UK) ,OCEANSKY 
TUK ,Ocean Wings Commuter Service ,TUCKERNUCK 
ONE ,Avianca Brazil ,OCEANAIR 
ODS ,Odessa Airlines ,ODESSA AIR 
FOC ,Office Federal De'Aviation Civile ,FOCA 
OKJ ,Okada Airlines ,OKADA AIR 
OKP ,Okapi Airways ,OKAPI 
OKA ,Okay Airways ,OKAYJET 
OKL ,Oklahoma Department of Public Safety ,OKLAHOMA 
OLX ,Olimex Aerotaxi ,OLIMEX 
KVK ,Olimp Air ,PONTA 
OAL ,Olympic Air ,OLYMPIC 
OLY ,Olympic Aviation ,OLAVIA 
OMA ,Oman Air ,OMAN AIR 
ORF ,Oman Royal Flight ,OMAN 
OMS ,SalamAir ,MAZOON 
OAV ,Omni - Aviacao e Tecnologia ,OMNI 
LDM ,Laudamotion ,LAUDA MOTION 
OAE ,Omni Air International ,OMNI-EXPRESS 
OMF ,Omniflys ,OMNIFLYS 
ORL ,On Air Limited ,ON AIR 
OTG ,One Two Go Airlines ,THAI EXPRESS 
OTM ,Onetime Airlines Zambia ,ZEDTIME 
MED ,Ontario Ministry of Health ,MEDICAL 
OHY ,Onur Air ,ONUR AIR 
BOS ,OpenSkies ,MISTRAL 
ORR ,Operadora Turistica Aurora ,TURISTICA AURORA 
OLE ,Operadora de Lineas Ejecutivas ,OPERADORA 
OTP ,Operadora de Transportes Aéreos ,OPERADORA AEREO 
OPV ,Operadora de Veulos Ejectutivos ,OPERADORA DE VUELOS 
LLO ,Operation Enduring Freedom ,APOLLO 
ORD ,Orange Air Services ,ORANGE SERVICES 
ORJ ,Orange Air Sierra Leone ,ORANGE SIERRA 
ORE ,Orange Aviation ,ORANGE AVIATION 
ORX ,Orbit Express Airlines ,OREX 
ORK ,Orca Air ,ORCA TAXI 
BUE ,Orebro Aviation ,BLUELIGHT 
ORM ,Orel State Air Enterprise ,ORPRISE 
ORB ,Orenburg Airlines ,ORENBURG 
OTA ,Organizacion De Transportes Aéreos ,ORGANIZACION 
OML ,Organizacoes Mambra ,MAMBRA 
OVV ,Orient Air ,ORIENTSYR 
OTR ,Orient Airlines ,ORIENTROC 
ORN ,Orient Airways ,ORIENT LINER 
OEA ,Orient Thai Airlines ,ORIENT THAI 
NGK ,Oriental Air Bridge ,ORIENTAL BRIDGE 
OAC ,Oriental Airlines ,ORIENTAL AIR 
OGN ,Origin Pacific Airways ,ORIGIN 
OED ,Orion Air Charter ,ORION CHARTER 
OIX ,Orion-x ,ORIONIX 
KOV ,Orlan-2000 ,ORLAN 
RNG ,Orange Aircraft Leasing ,ORANGE 
OAD ,Orscom Tourist Installations Company ,ORSCOM 
OSH ,Osh Avia ,OSH AVIA 
OCO ,Ostend Air College ,AIR COLLEGE 
OLT ,OLT Express Germany ,OLTRA 
ODY ,Odyssey International ,ODYSSEY 
FNL ,Oulun Tilauslento ,FINN FLIGHT 
RON ,Our Airline ,OUR AIRLINE 
OOT ,Out Of The Blue Air Safaris ,OOTBAS 
OLA ,Overland Airways ,OVERLAND 
OAR ,ONE AIR ,BOSS AIR 
OXE ,Oxaero ,OXOE 
WDK ,Oxford Air Services ,WOODSTOCK 
OZR ,Ozark Air Lines ,OZARK 
OZJ ,Ozjet Airlines ,AUSJET 
OSU ,Ohio State University ,SCARLET 
OAL ,Olympic Airlines ,OLYMPIC 
AAN ,Oasis International Airlines Now assigned to Boliviana de Aviacion (BoA) ,OASIS 
CSA ,Czech Airlines ,CSA-LINES 
PIP ,Pilot Flight Academy ,PILOT 
HRS ,Pursuit Aviation ,HORSEMAN 
PNA ,Palau National Airlines ,SEBUS 
RSL ,Panama Aircraft Rental and Sales ,PANAMA RENTAL 
NCT ,Pete Air ,PETE AIR 
PRT ,Prime Service Italia ,PRIME ITALIA 
PXT ,Pacific Coast Jet ,PACK COAST 
BPH ,Phoenix Helicopter Academy ,BLACK PHOENIX 
PFY ,Pel-Air Aviation ,PELFLIGHT 
PXR ,Pixair Survey ,PIXAIR 
PNC ,Prince Aviation ,PRINCE 
PMI ,Primero Transportes Aereos ,AEROEPRIM 
KTL ,P & P Floss Pick Manufacturers ,KNOTTSBERRY 
PCR ,PAC Air ,PACAIR 
PNR ,PAN Air ,SKYJET 
PBA ,PB Air ,PEEBEE AIR 
PDQ ,PDQ Air Charter ,DISPATCH 
PDG ,PLM Dollar Group ,OSPREY 
PUA ,PLUNA ,PLUNA 
PMT ,PMTair ,MULTITRADE 
PRP ,PRT Aviation ,PRONTO 
JIA ,PSA Airlines ,BLUE STREAK 
KST ,PTL Luftfahrtunternehmen ,KING STAR 
WIS ,Paccair ,WISCAIR 
PCE ,Pace Airlines ,PACE 
PAB ,Pacific Air Boats ,AIR BOATS 
PRC ,Pacific Air Charter ,PACIFIC CHARTER 
PAQ ,Pacific Air Express ,SOLPAC 
PXP ,Pacific Air Transport ,PAK EXPRESS 
PIC ,Pacific Airlines ,PACIFIC AIRLINES 
PAK ,Pacific Alaska Airlines ,PACIFIC ALASKA 
PCV ,Pacific Aviation (Australia) ,PACAV 
PBN ,Pacific Blue ,BLUEBIRD 
PQA ,Pacific Coast Airlines ,SAGE BRUSH 
PCO ,Pacific Coastal Airlines ,PASCO 
PEC ,Pacific East Asia Cargo Airlines ,PAC-EAST CARGO 
PFA ,Pacific Flight Services ,PACIFIC SING 
PIN ,Pacific International Airlines ,ROAD RUNNERS 
PSA ,Pacific Island Aviation ,PACIFIC ISLE 
PCJ ,Pacific Jet ,PACIFIC JET 
PPM ,Pacific Pearl Airways ,PACIFIC PEARL 
PAR ,Pacific Rim Airways ,PACRIM 
NMI ,Pacific Wings ,TSUNAMI 
PFR ,Pacificair Airlines ,PACIFIC WEST 
RCY ,Package Express ,RACE CITY 
PAE ,Paisajes Españoles ,PAISAJES 
PKW ,Pak West Airlines ,PLATINUM WEST 
PIA ,Pakistan International Airlines ,PAKISTAN 
PKR ,Pakker Avio ,PAKKER AVIO 
LPA ,Pal Aerolíneas ,LINEASPAL 
PPC ,Palau Asia Pacific Airlines ,PALAU ASIAPAC 
PTP ,Palau Trans Pacific Airlines ,TRANS PACIFIC 
PNW ,Palestinian Airlines ,PALESTINIAN 
JSP ,Palmer Aviation ,PALMER 
PIR ,Pamir Airways ,PAMIR 
PFN ,Pan African Air Services ,PANAFRICAN 
PAX ,Pan Air ,PANNEX 
PAA ,Pan American World Airways ,CLIPPER 
PHT ,Pan Havacilik Ve Ticaret ,PANANK 
PMA ,Pan Malaysian Air Transport ,PAN MALAYSIA 
PNC ,Pan-Air ,PANAIRSA 
PNF ,Panafrican Airways ,PANWAYS 
PGI ,Panagra Airways ,PANAGRA 
PEI ,Panamedia ,PANAMEDIA 
PNH ,Panh ,KUBAN LIK 
PHU ,Pannon Air Service ,PANNON 
PNM ,Panorama ,PANORAMA 
PAH ,Panorama Air Tour ,LANI 
AFD ,Panorama Flight Service ,AIRFED 
PTN ,Pantanal Linhas Aéreas ,PANTANAL 
HMP ,Papair Terminal ,PAPAIR TERMINAL 
PAI ,Paradise Airways ,SEA RAY 
PDI ,Paradise Island Airways ,PARADISE ISLAND 
PGX ,Paragon Air Express ,PARAGON EXPRESS 
PRR ,Paramount Airlines ,PARAMOUNT 
PMW ,Paramount Airways ,PARAWAY 
APE ,Parcel Express ,AIR PARCEL 
IRE ,Pariz Air ,PARIZAIR 
PRA ,Pars Aviation Service ,PARSAVIA 
PST ,Parsa ,TURISMO REGIONAL 
PSC ,Pascan Aviation ,PASCAN 
PTB ,Passaredo Transportes Aéreos ,PASSAREDO 
PTC ,Patria Cargas Aéreas ,PATRIA 
BYT ,Patriot Aviation Limited ,BYTE 
ETL ,Patterson Aviation Company ,ENTEL 
PHE ,Pawan Hans ,PAWAN HANS 
IRP ,Payam Air ,PAYAMAIR 
KGC ,Peach Air ,GOLDCREST 
PRL ,Pearl Air ,PEARL LINE 
PBY ,Pearl Air Services ,PEARL SERVICES 
HPA ,Pearl Airways ,PEARL AIRWAYS 
PVU ,Peau Vavaʻu ,PEAU 
PXA ,Pecotox Air ,PECOTOX 
PGT ,Pegasus Airlines ,SUNTURK 
PEV ,People's ,PEOPLES 
HAK ,Pegasus Helicopters ,HELIFALCON 
PDF ,Pelican Air Services ,PELICAN AIRWAYS 
PEX ,Pelican Express ,PELICAN EXPRESS 
